,alphas,vxs,Rs,paths,curve
5,0.805,-0.04428900855734605,0.3803893624083,pathfollow_fftg001/N128s035a08050g001/x2.npz,1
6,0.806,-0.04435839974490995,0.38017096654683213,pathfollow_fftg001/N128s035a08060g001/x2.npz,1
7,0.807,-0.04442569984016564,0.3799539837580751,pathfollow_fftg001/N128s035a08070g001/x2.npz,1
8,0.808,-0.044490515846389696,0.3797379668898552,pathfollow_fftg001/N128s035a08080g001/x2.npz,1
9,0.809,-0.04455250247313238,0.3795224598330738,pathfollow_fftg001/N128s035a08090g001/x2.npz,1
10,0.81,-0.044611392140274014,0.3793070231902425,pathfollow_fftg001/N128s035a08100g001/x2.npz,1
11,0.8109999999999999,-0.04466701843940912,0.37909126269247595,pathfollow_fftg001/N128s035a08110g001/x2.npz,1
12,0.8119999999999999,-0.04471932397139549,0.37887485292307976,pathfollow_fftg001/N128s035a08120g001/x2.npz,1
13,0.813,-0.044768344873579946,0.3786575479027493,pathfollow_fftg001/N128s035a08130g001/x2.npz,1
14,0.814,-0.04481416849284645,0.3784391719424194,pathfollow_fftg001/N128s035a08140g001/x2.npz,1
15,0.815,-0.04485686509280283,0.3782195878102729,pathfollow_fftg001/N128s035a08150g001/x2.npz,1
16,0.816,-0.04489639517908889,0.3779986412201145,pathfollow_fftg001/N128s035a08160g001/x2.npz,1
17,0.817,-0.04493248681685211,0.3777760768402906,pathfollow_fftg001/N128s035a08170g001/x2.npz,1
18,0.818,-0.04496445636529565,0.3775514055338697,pathfollow_fftg001/N128s035a08180g001/x2.npz,1
19,0.819,-0.04499089374057249,0.3773236602260643,pathfollow_fftg001/N128s035a08190g001/x2.npz,1
20,0.82,-0.04500897808982017,0.3770908482630154,pathfollow_fftg001/N128s035a08200g001/x2.npz,1
21,0.821,-0.04501257547064657,0.37684838797702597,pathfollow_fftg001/N128s035a08210g001/x2.npz,1
22,0.822,-0.04498364213704563,0.3765817884384024,pathfollow_fftg001/N128s035a08220g001/x3.npz,1
0,0.7429646943942186,-0.042980621052726806,0.4079923982768792,pathfollow_fftg001/N128s035a07440g001v1/x3.npz,2
1,0.742475544390404,-0.043180621052726804,0.40897771808815764,pathfollow_fftg001/N128s035a07440g001v2/x3.npz,2
2,0.7422645590351914,-0.0433806210527268,0.4097920008784844,pathfollow_fftg001/N128s035a07440g001v3/x2.npz,2
3,0.7422189741659766,-0.0435806210527268,0.41049919474949975,pathfollow_fftg001/N128s035a07440g001v4/x2.npz,2
4,0.7422797739689823,-0.0437806210527268,0.41113379414023976,pathfollow_fftg001/N128s035a07440g001v5/x2.npz,2
5,0.742414730495718,-0.0439806210527268,0.4117154998554038,pathfollow_fftg001/N128s035a07440g001v6/x2.npz,2
